date,close
2013-04-28,1.11
2013-04-29,1.33
2013-04-30,1.5
2013-05-01,1.21
2013-05-02,1.07
2013-05-03,0.915918
2013-05-04,1.06
2013-05-05,1.15
2013-05-06,0.982625
2013-05-07,0.957785
2013-05-08,0.946001
2013-05-09,0.938541
2013-05-10,0.9868239999999999
2013-05-11,0.8332069999999999
2013-05-12,0.8464
2013-05-13,0.894287
2013-05-14,0.801685
2013-05-15,0.7835489999999999
2013-05-16,0.799255
2013-05-17,0.7983680000000001
2013-05-18,0.8138529999999999
2013-05-19,0.85759
2013-05-20,0.8698600000000001
2013-05-21,0.867533
2013-05-22,0.888284
2013-05-23,0.9287110000000001
2013-05-24,0.973692
2013-05-25,0.951576
2013-05-26,0.930356
2013-05-27,0.888753
2013-05-28,0.89784
2013-05-29,0.8506889999999999
2013-05-30,0.757338
2013-05-31,0.74433
2013-06-01,0.7499399999999999
2013-06-02,0.709295
2013-06-03,0.727222
2013-06-04,0.720021
2013-06-05,0.697055
2013-06-06,0.6667
2013-06-07,0.6310899999999999
2013-06-08,0.6151439999999999
2013-06-09,0.5760000000000001
2013-06-10,0.5955600000000001
2013-06-11,0.5749920000000001
2013-06-12,0.54832
2013-06-13,0.5096
2013-06-14,0.469901
2013-06-15,0.404952
2013-06-16,0.39505500000000005
2013-06-17,0.39663000000000004
2013-06-18,0.40812
2013-06-19,0.591047
2013-06-20,0.561765
2013-06-21,0.533265
2013-06-22,0.565326
2013-06-23,0.5627479999999999
2013-06-24,0.5784100000000001
2013-06-25,0.592515
2013-06-26,0.5876
2013-06-27,0.5660189999999999
2013-06-28,0.510159
2013-06-29,0.5082180000000001
2013-06-30,0.5014270000000001
2013-07-01,0.46666499999999994
2013-07-02,0.473204
2013-07-03,0.423314
2013-07-04,0.461413
2013-07-05,0.438643
2013-07-06,0.465236
2013-07-07,0.436928
2013-07-08,0.444558
2013-07-09,0.44866000000000006
2013-07-10,0.472842
2013-07-11,0.5071859999999999
2013-07-12,0.5297470000000001
2013-07-13,0.553475
2013-07-14,0.539741
2013-07-15,0.5539930000000001
2013-07-16,0.560342
2013-07-17,0.564405
2013-07-18,0.505436
2013-07-19,0.518917
2013-07-20,0.49700900000000003
2013-07-21,0.488274
2013-07-22,0.53317
2013-07-23,0.5775939999999999
2013-07-24,0.5774560000000001
2013-07-25,0.61047
2013-07-26,0.591484
2013-07-27,0.605166
2013-07-28,0.613499
2013-07-29,0.628452
2013-07-30,0.64362
2013-07-31,0.622749
2013-08-01,0.6084
2013-08-02,0.618646
2013-08-03,0.61987
2013-08-04,0.6213989999999999
2013-08-05,0.608641
2013-08-06,0.81413
2013-08-07,0.73451
2013-08-08,0.69113
2013-08-09,0.696984
2013-08-10,0.64581
2013-08-11,0.67305
2013-08-12,0.7624449999999999
2013-08-13,0.763
2013-08-14,0.713643
2013-08-15,0.639042
2013-08-16,0.639798
2013-08-17,0.6707850000000001
2013-08-18,0.6809999999999999
2013-08-19,0.69496
2013-08-20,0.681172
2013-08-21,0.625131
2013-08-22,0.606961
2013-08-23,0.61265
2013-08-24,0.617032
2013-08-25,0.614218
2013-08-26,0.600278
2013-08-27,0.588225
2013-08-28,0.573862
2013-08-29,0.574009
2013-08-30,0.5913609999999999
2013-08-31,0.586065
2013-09-01,0.568577
2013-09-02,0.559702
2013-09-03,0.568963
2013-09-04,0.574132
2013-09-05,0.590428
2013-09-06,0.57192
2013-09-07,0.583505
2013-09-08,0.5864010000000001
2013-09-09,0.588519
2013-09-10,0.596813
2013-09-11,0.631617
2013-09-12,0.612398
2013-09-13,0.615509
2013-09-14,0.587951
2013-09-15,0.593184
2013-09-16,0.575616
2013-09-17,0.576671
