date,close
2013-09-30,3.97
2013-10-01,3.84
2013-10-02,3.45
2013-10-03,3.91
2013-10-04,4.01
2013-10-05,4.02
2013-10-06,4.18
2013-10-07,4.18
2013-10-08,4.34
2013-10-09,4.32
2013-10-10,4.27
2013-10-11,4.22
2013-10-12,4.29
2013-10-13,4.33
2013-10-14,4.23
2013-10-15,4.03
2013-10-16,3.99
2013-10-17,4.17
2013-10-18,4.27
2013-10-19,4.6
2013-10-20,4.54
2013-10-21,4.24
2013-10-22,4.13
2013-10-23,3.83
2013-10-24,4.11
2013-10-25,4.04
2013-10-26,4.08
2013-10-27,4.16
2013-10-28,4.19
2013-10-29,4.11
2013-10-30,4.09
2013-10-31,4.11
2013-11-01,4.16
